time (s),Vout (V)
202.6E-6,3.221E-3
202.7E-6,3.281E-3
202.8E-6,3.342E-3
202.9E-6,3.405E-3
203.0E-6,3.469E-3
203.0E-6,3.535E-3
203.1E-6,3.602E-3
203.2E-6,3.671E-3
203.3E-6,3.741E-3
203.3E-6,3.813E-3
203.4E-6,3.887E-3
203.5E-6,3.962E-3
203.6E-6,4.040E-3
203.7E-6,4.119E-3
203.7E-6,4.200E-3
203.8E-6,4.283E-3
203.9E-6,4.369E-3
204.0E-6,4.456E-3
204.0E-6,4.546E-3
204.1E-6,4.639E-3
204.2E-6,4.733E-3
204.3E-6,4.831E-3
204.4E-6,4.931E-3
204.4E-6,5.033E-3
204.5E-6,5.139E-3
204.6E-6,5.247E-3
204.7E-6,5.359E-3
204.8E-6,5.474E-3
204.8E-6,5.592E-3
204.9E-6,5.714E-3
205.0E-6,5.839E-3
205.1E-6,5.968E-3
205.1E-6,6.102E-3
205.2E-6,6.239E-3
205.3E-6,6.381E-3
205.4E-6,6.528E-3
205.5E-6,6.679E-3
205.5E-6,6.835E-3
205.6E-6,6.997E-3
205.7E-6,7.164E-3
205.8E-6,7.337E-3
205.8E-6,7.516E-3
205.9E-6,7.702E-3
206.0E-6,7.895E-3
206.1E-6,8.094E-3
206.2E-6,8.302E-3
206.2E-6,8.517E-3
206.3E-6,8.741E-3
206.4E-6,8.975E-3
206.5E-6,9.217E-3
206.5E-6,9.470E-3
206.6E-6,9.734E-3
206.7E-6,10.01E-3
206.8E-6,10.30E-3
206.9E-6,10.60E-3
206.9E-6,10.91E-3
207.0E-6,11.24E-3
207.1E-6,11.58E-3
207.2E-6,11.94E-3
207.2E-6,12.32E-3
207.3E-6,12.72E-3
207.4E-6,13.14E-3
207.5E-6,13.58E-3
207.6E-6,14.05E-3
207.6E-6,14.54E-3
207.7E-6,15.05E-3
207.8E-6,15.60E-3
207.9E-6,16.18E-3
207.9E-6,16.79E-3
208.0E-6,17.44E-3
208.1E-6,18.13E-3
208.2E-6,18.86E-3
208.3E-6,19.64E-3
208.3E-6,20.47E-3
208.4E-6,21.35E-3
208.5E-6,22.29E-3
208.6E-6,23.29E-3
208.7E-6,24.35E-3
208.7E-6,25.48E-3
208.8E-6,26.69E-3
208.9E-6,27.97E-3
209.0E-6,29.33E-3
209.0E-6,30.78E-3
209.1E-6,32.31E-3
209.2E-6,33.93E-3
209.3E-6,35.64E-3
209.4E-6,37.43E-3
209.4E-6,39.29E-3
209.5E-6,41.24E-3
209.6E-6,43.25E-3
209.7E-6,45.32E-3
209.7E-6,47.43E-3
209.8E-6,49.59E-3
209.9E-6,51.76E-3
210.0E-6,53.94E-3
210.1E-6,56.12E-3
210.1E-6,58.28E-3
210.2E-6,60.40E-3
210.3E-6,62.49E-3
210.4E-6,64.51E-3
210.4E-6,66.47E-3
210.5E-6,68.35E-3
210.6E-6,70.15E-3
210.7E-6,71.86E-3
210.8E-6,73.46E-3
210.8E-6,74.97E-3
210.9E-6,76.36E-3
211.0E-6,77.63E-3
211.1E-6,78.78E-3
211.1E-6,79.81E-3
211.2E-6,80.70E-3
211.3E-6,81.45E-3
211.4E-6,82.05E-3
211.5E-6,82.50E-3
211.5E-6,82.79E-3
211.6E-6,82.90E-3
211.7E-6,82.83E-3
211.8E-6,82.58E-3
211.8E-6,82.12E-3
211.9E-6,81.44E-3
212.0E-6,80.54E-3
212.1E-6,79.37E-3
212.2E-6,77.90E-3
212.2E-6,76.04E-3
212.3E-6,73.66E-3
212.4E-6,70.53E-3
212.5E-6,66.35E-3
212.6E-6,60.44E-3
212.6E-6,51.75E-3
212.7E-6,38.86E-3
212.8E-6,21.76E-3
212.9E-6,7.413E-3
212.9E-6,1.793E-3
213.0E-6,530.7E-6
213.1E-6,308.4E-6
213.2E-6,267.9E-6
213.3E-6,259.6E-6
213.3E-6,254.3E-6
213.4E-6,249.2E-6
213.5E-6,244.0E-6
213.6E-6,239.0E-6
213.6E-6,234.1E-6
213.7E-6,229.5E-6
213.8E-6,225.0E-6
213.9E-6,220.7E-6
214.0E-6,216.6E-6
214.0E-6,212.7E-6
214.1E-6,209.0E-6
214.2E-6,205.3E-6
214.3E-6,201.8E-6
214.3E-6,198.5E-6
214.4E-6,195.3E-6
214.5E-6,192.1E-6
214.6E-6,189.1E-6
214.7E-6,186.2E-6
214.7E-6,183.4E-6
214.8E-6,180.7E-6
214.9E-6,178.1E-6
215.0E-6,175.6E-6
215.0E-6,173.2E-6
215.1E-6,170.8E-6
215.2E-6,168.5E-6
215.3E-6,166.3E-6
215.4E-6,164.1E-6
215.4E-6,162.1E-6
215.5E-6,160.0E-6
215.6E-6,158.1E-6
215.7E-6,156.2E-6
215.7E-6,154.3E-6
215.8E-6,152.6E-6
215.9E-6,150.8E-6
216.0E-6,149.1E-6
216.1E-6,147.5E-6
216.1E-6,145.9E-6
216.2E-6,144.3E-6
216.3E-6,142.8E-6
216.4E-6,141.4E-6
216.5E-6,139.9E-6
216.5E-6,138.6E-6
216.6E-6,137.2E-6
216.7E-6,135.9E-6
216.8E-6,134.6E-6
216.8E-6,133.4E-6
216.9E-6,132.2E-6
217.0E-6,131.0E-6
217.1E-6,129.8E-6
217.2E-6,128.7E-6
217.2E-6,127.6E-6
217.3E-6,126.5E-6
217.4E-6,125.5E-6
217.5E-6,124.5E-6
217.5E-6,123.5E-6
217.6E-6,122.5E-6
217.7E-6,121.6E-6
217.8E-6,120.7E-6
217.9E-6,119.8E-6
217.9E-6,118.9E-6
218.0E-6,118.0E-6
218.1E-6,117.2E-6
218.2E-6,116.4E-6
218.2E-6,115.6E-6
218.3E-6,114.9E-6
218.4E-6,114.1E-6
218.5E-6,113.4E-6
218.6E-6,112.6E-6
218.6E-6,111.9E-6
218.7E-6,111.2E-6
218.8E-6,110.5E-6
218.9E-6,109.9E-6
218.9E-6,109.2E-6
219.0E-6,108.6E-6
219.1E-6,107.9E-6
219.2E-6,107.3E-6
219.3E-6,106.7E-6
219.3E-6,106.1E-6
219.4E-6,105.5E-6
219.5E-6,104.9E-6
219.6E-6,104.3E-6
219.6E-6,103.8E-6
219.7E-6,103.2E-6
219.8E-6,102.7E-6
219.9E-6,102.2E-6
220.0E-6,101.7E-6
220.0E-6,101.1E-6
220.1E-6,100.6E-6
220.2E-6,100.2E-6
220.3E-6,99.68E-6
220.4E-6,99.21E-6
220.4E-6,98.74E-6
220.5E-6,98.29E-6
220.6E-6,97.85E-6
220.7E-6,97.41E-6
220.7E-6,96.98E-6
220.8E-6,96.56E-6
220.9E-6,96.15E-6
221.0E-6,95.75E-6
221.1E-6,95.35E-6
221.1E-6,94.96E-6
221.2E-6,94.58E-6
221.3E-6,94.21E-6
221.4E-6,93.84E-6
221.4E-6,93.48E-6
221.5E-6,93.13E-6
221.6E-6,92.78E-6
221.7E-6,92.44E-6
221.8E-6,92.11E-6
221.8E-6,91.79E-6
221.9E-6,91.47E-6
222.0E-6,91.16E-6
222.1E-6,90.85E-6
222.1E-6,90.55E-6
222.2E-6,90.26E-6
222.3E-6,89.97E-6
222.4E-6,89.69E-6
222.5E-6,89.42E-6
222.5E-6,89.15E-6
222.6E-6,88.88E-6
222.7E-6,88.63E-6
222.8E-6,88.37E-6
222.8E-6,88.13E-6
222.9E-6,87.89E-6
223.0E-6,87.65E-6
223.1E-6,87.42E-6
223.2E-6,87.20E-6
223.2E-6,86.98E-6
223.3E-6,86.76E-6
223.4E-6,86.55E-6
223.5E-6,86.35E-6
223.5E-6,86.15E-6
223.6E-6,85.96E-6
223.7E-6,85.77E-6
223.8E-6,85.58E-6
223.9E-6,85.41E-6
223.9E-6,85.23E-6
224.0E-6,85.06E-6
224.1E-6,84.90E-6
224.2E-6,84.74E-6
224.3E-6,84.58E-6
224.3E-6,84.43E-6
224.4E-6,84.28E-6
224.5E-6,84.14E-6
224.6E-6,84.00E-6
224.6E-6,83.87E-6
224.7E-6,83.74E-6
224.8E-6,83.62E-6
224.9E-6,83.50E-6
225.0E-6,83.38E-6
225.0E-6,83.27E-6
225.1E-6,83.17E-6
225.2E-6,83.06E-6
225.3E-6,82.96E-6
225.3E-6,82.87E-6
225.4E-6,82.78E-6
225.5E-6,82.69E-6
225.6E-6,82.61E-6
225.7E-6,82.53E-6
225.7E-6,82.46E-6
225.8E-6,82.39E-6
225.9E-6,82.33E-6
226.0E-6,82.26E-6
226.0E-6,82.21E-6
226.1E-6,82.15E-6
226.2E-6,82.10E-6
226.3E-6,82.06E-6
226.4E-6,82.02E-6
226.4E-6,81.98E-6
226.5E-6,81.94E-6
226.6E-6,81.91E-6
226.7E-6,81.89E-6
226.7E-6,81.87E-6
226.8E-6,81.85E-6
226.9E-6,81.83E-6
227.0E-6,81.82E-6
227.1E-6,81.82E-6
227.1E-6,81.82E-6
227.2E-6,81.82E-6
227.3E-6,81.82E-6
227.4E-6,81.83E-6
227.4E-6,81.84E-6
227.5E-6,81.86E-6
227.6E-6,81.88E-6
227.7E-6,81.91E-6
227.8E-6,81.93E-6
227.8E-6,81.97E-6
227.9E-6,82.00E-6
228.0E-6,82.04E-6
228.1E-6,82.09E-6
228.2E-6,82.14E-6
228.2E-6,82.19E-6
228.3E-6,82.24E-6
228.4E-6,82.30E-6
228.5E-6,82.37E-6
228.5E-6,82.43E-6
228.6E-6,82.51E-6
228.7E-6,82.58E-6
228.8E-6,82.66E-6
228.9E-6,82.74E-6
228.9E-6,82.83E-6
229.0E-6,82.92E-6
229.1E-6,83.02E-6
229.2E-6,83.12E-6
229.2E-6,83.22E-6
229.3E-6,83.33E-6
229.4E-6,83.44E-6
229.5E-6,83.56E-6
229.6E-6,83.68E-6
229.6E-6,83.81E-6
229.7E-6,83.93E-6
229.8E-6,84.07E-6
229.9E-6,84.21E-6
229.9E-6,84.35E-6
230.0E-6,84.49E-6
230.1E-6,84.64E-6
230.2E-6,84.80E-6
230.3E-6,84.96E-6
230.3E-6,85.12E-6
230.4E-6,85.29E-6
230.5E-6,85.46E-6
230.6E-6,85.64E-6
230.6E-6,85.82E-6
230.7E-6,86.01E-6
230.8E-6,86.20E-6
230.9E-6,86.40E-6
231.0E-6,86.60E-6
231.0E-6,86.81E-6
231.1E-6,87.02E-6
231.2E-6,87.23E-6
231.3E-6,87.45E-6
231.3E-6,87.68E-6
231.4E-6,87.91E-6
231.5E-6,88.14E-6
231.6E-6,88.39E-6
231.7E-6,88.63E-6
231.7E-6,88.88E-6
231.8E-6,89.14E-6
231.9E-6,89.40E-6
232.0E-6,89.67E-6
232.1E-6,89.94E-6
232.1E-6,90.22E-6
232.2E-6,90.50E-6
232.3E-6,90.79E-6
232.4E-6,91.09E-6
232.4E-6,91.39E-6
232.5E-6,91.70E-6
232.6E-6,92.01E-6
232.7E-6,92.33E-6
232.8E-6,92.65E-6
232.8E-6,92.98E-6
232.9E-6,93.32E-6
233.0E-6,93.67E-6
233.1E-6,94.02E-6
233.1E-6,94.37E-6
233.2E-6,94.73E-6
233.3E-6,95.10E-6
233.4E-6,95.48E-6
233.5E-6,95.86E-6
233.5E-6,96.25E-6
233.6E-6,96.65E-6
233.7E-6,97.05E-6
233.8E-6,97.46E-6
233.8E-6,97.88E-6
233.9E-6,98.31E-6
234.0E-6,98.74E-6
234.1E-6,99.18E-6
234.2E-6,99.63E-6
234.2E-6,100.1E-6
234.3E-6,100.5E-6
234.4E-6,101.0E-6
234.5E-6,101.5E-6
234.5E-6,102.0E-6
234.6E-6,102.5E-6
234.7E-6,103.0E-6
234.8E-6,103.5E-6
234.9E-6,104.0E-6
234.9E-6,104.6E-6
235.0E-6,105.1E-6
235.1E-6,105.6E-6
235.2E-6,106.2E-6
235.2E-6,106.8E-6
235.3E-6,107.3E-6
235.4E-6,107.9E-6
235.5E-6,108.5E-6
235.6E-6,109.1E-6
235.6E-6,109.8E-6
235.7E-6,110.4E-6
235.8E-6,111.0E-6
235.9E-6,111.7E-6
236.0E-6,112.3E-6
236.0E-6,113.0E-6
236.1E-6,113.7E-6
236.2E-6,114.4E-6
236.3E-6,115.1E-6
236.3E-6,115.8E-6
236.4E-6,116.5E-6
236.5E-6,117.2E-6
236.6E-6,118.0E-6
236.7E-6,118.8E-6
236.7E-6,119.5E-6
236.8E-6,120.3E-6
236.9E-6,121.1E-6
237.0E-6,121.9E-6
237.0E-6,122.8E-6
237.1E-6,123.6E-6
237.2E-6,124.5E-6
237.3E-6,125.3E-6
237.4E-6,126.2E-6
237.4E-6,127.1E-6
237.5E-6,128.0E-6
237.6E-6,129.0E-6
237.7E-6,129.9E-6
237.7E-6,130.9E-6
237.8E-6,131.8E-6
237.9E-6,132.8E-6
238.0E-6,133.8E-6
238.1E-6,134.9E-6
238.1E-6,135.9E-6
238.2E-6,137.0E-6
238.3E-6,138.0E-6
238.4E-6,139.1E-6
238.4E-6,140.2E-6
238.5E-6,141.4E-6
238.6E-6,142.5E-6
238.7E-6,143.7E-6
238.8E-6,144.9E-6
238.8E-6,146.1E-6
238.9E-6,147.3E-6
239.0E-6,148.5E-6
239.1E-6,149.8E-6
239.1E-6,151.1E-6
239.2E-6,152.4E-6
239.3E-6,153.7E-6
239.4E-6,155.1E-6
239.5E-6,156.5E-6
239.5E-6,157.9E-6
239.6E-6,159.3E-6
239.7E-6,160.8E-6
239.8E-6,162.2E-6
239.9E-6,163.7E-6
239.9E-6,165.2E-6
240.0E-6,166.8E-6
240.1E-6,168.4E-6
240.2E-6,170.0E-6
240.2E-6,171.6E-6
240.3E-6,173.3E-6
240.4E-6,174.9E-6
240.5E-6,176.7E-6
240.6E-6,178.4E-6
240.6E-6,180.2E-6
240.7E-6,182.0E-6
240.8E-6,183.8E-6
240.9E-6,185.7E-6
240.9E-6,187.5E-6
241.0E-6,189.5E-6
241.1E-6,191.4E-6
241.2E-6,193.4E-6
241.3E-6,195.5E-6
241.3E-6,197.5E-6
241.4E-6,199.6E-6
241.5E-6,201.7E-6
241.6E-6,203.9E-6
241.6E-6,206.1E-6
241.7E-6,208.4E-6
241.8E-6,210.6E-6
241.9E-6,213.0E-6
242.0E-6,215.3E-6
242.0E-6,217.7E-6
242.1E-6,220.2E-6
242.2E-6,222.6E-6
242.3E-6,225.2E-6
242.3E-6,227.7E-6
242.4E-6,230.3E-6
242.5E-6,233.0E-6
242.6E-6,235.7E-6
242.7E-6,238.5E-6
242.7E-6,241.3E-6
242.8E-6,244.1E-6
242.9E-6,247.0E-6
243.0E-6,250.0E-6
243.0E-6,253.0E-6
243.1E-6,256.0E-6
243.2E-6,259.1E-6
243.3E-6,262.3E-6
243.4E-6,265.5E-6
243.4E-6,268.7E-6
243.5E-6,272.1E-6
243.6E-6,275.4E-6
243.7E-6,278.9E-6
243.8E-6,282.4E-6
243.8E-6,285.9E-6
243.9E-6,289.6E-6
244.0E-6,293.2E-6
244.1E-6,297.0E-6
244.1E-6,300.8E-6
244.2E-6,304.7E-6
244.3E-6,308.6E-6
244.4E-6,312.6E-6
244.5E-6,316.7E-6
244.5E-6,320.9E-6
244.6E-6,325.1E-6
244.7E-6,329.4E-6
244.8E-6,333.8E-6
244.8E-6,338.2E-6
244.9E-6,342.8E-6
245.0E-6,347.4E-6
245.1E-6,352.1E-6
245.2E-6,356.8E-6
245.2E-6,361.7E-6
245.3E-6,366.6E-6
245.4E-6,371.7E-6
245.5E-6,376.8E-6
245.5E-6,382.0E-6
245.6E-6,387.3E-6
245.7E-6,392.7E-6
245.8E-6,398.1E-6
245.9E-6,403.7E-6
245.9E-6,409.4E-6
246.0E-6,415.2E-6
246.1E-6,421.0E-6
246.2E-6,427.0E-6
246.2E-6,433.1E-6
246.3E-6,439.3E-6
246.4E-6,445.6E-6
246.5E-6,452.0E-6
246.6E-6,458.5E-6
246.6E-6,465.1E-6
246.7E-6,471.8E-6
246.8E-6,478.7E-6
246.9E-6,485.7E-6
246.9E-6,492.8E-6
247.0E-6,500.0E-6
247.1E-6,507.4E-6
247.2E-6,514.8E-6
247.3E-6,522.5E-6
247.3E-6,530.2E-6
247.4E-6,538.1E-6
247.5E-6,546.1E-6
247.6E-6,554.3E-6
247.7E-6,562.6E-6
247.7E-6,571.0E-6
247.8E-6,579.6E-6
247.9E-6,588.3E-6
248.0E-6,597.2E-6
248.0E-6,606.3E-6
248.1E-6,615.5E-6
248.2E-6,624.9E-6
248.3E-6,634.4E-6
248.4E-6,644.1E-6
248.4E-6,654.0E-6
248.5E-6,664.0E-6
248.6E-6,674.2E-6
248.7E-6,684.6E-6
248.7E-6,695.2E-6
248.8E-6,706.0E-6
248.9E-6,716.9E-6
249.0E-6,728.0E-6
249.1E-6,739.4E-6
249.1E-6,750.9E-6
249.2E-6,762.7E-6
249.3E-6,774.6E-6
249.4E-6,786.8E-6
249.4E-6,799.1E-6
249.5E-6,811.7E-6
249.6E-6,824.5E-6
249.7E-6,837.5E-6
249.8E-6,850.8E-6
249.8E-6,864.3E-6
249.9E-6,878.0E-6
250.0E-6,892.0E-6
250.1E-6,906.2E-6
250.1E-6,920.7E-6
250.2E-6,935.4E-6
250.3E-6,950.4E-6
250.4E-6,965.6E-6
250.5E-6,981.2E-6
250.5E-6,996.9E-6
250.6E-6,1.013E-3
250.7E-6,1.029E-3
250.8E-6,1.046E-3
250.8E-6,1.063E-3
250.9E-6,1.080E-3
251.0E-6,1.098E-3
251.1E-6,1.116E-3
251.2E-6,1.134E-3
251.2E-6,1.152E-3
251.3E-6,1.171E-3
251.4E-6,1.190E-3
251.5E-6,1.210E-3
251.6E-6,1.230E-3
251.6E-6,1.250E-3
251.7E-6,1.271E-3
251.8E-6,1.292E-3
251.9E-6,1.313E-3
251.9E-6,1.335E-3
252.0E-6,1.357E-3
252.1E-6,1.379E-3
252.2E-6,1.402E-3
252.3E-6,1.426E-3
252.3E-6,1.449E-3
252.4E-6,1.473E-3
252.5E-6,1.498E-3
252.6E-6,1.523E-3
252.6E-6,1.549E-3
252.7E-6,1.575E-3
252.8E-6,1.601E-3
252.9E-6,1.628E-3
253.0E-6,1.656E-3
253.0E-6,1.684E-3
253.1E-6,1.713E-3
253.2E-6,1.742E-3
253.3E-6,1.771E-3
253.3E-6,1.801E-3
253.4E-6,1.832E-3
253.5E-6,1.864E-3
253.6E-6,1.896E-3
253.7E-6,1.928E-3
253.7E-6,1.961E-3
253.8E-6,1.995E-3
253.9E-6,2.030E-3
254.0E-6,2.065E-3
254.0E-6,2.101E-3
254.1E-6,2.137E-3
254.2E-6,2.174E-3
254.3E-6,2.212E-3
254.4E-6,2.251E-3
254.4E-6,2.291E-3
254.5E-6,2.331E-3
254.6E-6,2.372E-3
254.7E-6,2.414E-3
254.7E-6,2.457E-3
254.8E-6,2.500E-3
254.9E-6,2.545E-3
255.0E-6,2.590E-3
255.1E-6,2.637E-3
255.1E-6,2.684E-3
255.2E-6,2.732E-3
255.3E-6,2.782E-3
255.4E-6,2.832E-3
255.5E-6,2.884E-3
255.5E-6,2.936E-3
255.6E-6,2.990E-3
255.7E-6,3.045E-3
255.8E-6,3.101E-3
255.8E-6,3.158E-3
255.9E-6,3.217E-3
256.0E-6,3.277E-3
256.1E-6,3.338E-3
256.2E-6,3.400E-3
256.2E-6,3.465E-3
256.3E-6,3.530E-3
256.4E-6,3.597E-3
256.5E-6,3.666E-3
256.5E-6,3.736E-3
256.6E-6,3.808E-3
256.7E-6,3.881E-3
256.8E-6,3.957E-3
256.9E-6,4.034E-3
256.9E-6,4.113E-3
257.0E-6,4.194E-3
257.1E-6,4.277E-3
257.2E-6,4.363E-3
257.2E-6,4.450E-3
257.3E-6,4.540E-3
257.4E-6,4.632E-3
257.5E-6,4.727E-3
257.6E-6,4.824E-3
257.6E-6,4.923E-3
257.7E-6,5.026E-3
257.8E-6,5.131E-3
257.9E-6,5.240E-3
257.9E-6,5.351E-3
258.0E-6,5.466E-3
258.1E-6,5.584E-3
258.2E-6,5.705E-3
258.3E-6,5.830E-3
258.3E-6,5.959E-3
258.4E-6,6.092E-3
258.5E-6,6.229E-3
258.6E-6,6.371E-3
258.6E-6,6.517E-3
258.7E-6,6.668E-3
258.8E-6,6.824E-3
258.9E-6,6.985E-3
259.0E-6,7.152E-3
259.0E-6,7.325E-3
259.1E-6,7.503E-3
259.2E-6,7.689E-3
259.3E-6,7.881E-3
259.4E-6,8.080E-3
259.4E-6,8.287E-3
259.5E-6,8.502E-3
259.6E-6,8.725E-3
259.7E-6,8.958E-3
259.7E-6,9.200E-3
259.8E-6,9.452E-3
259.9E-6,9.715E-3
260.0E-6,9.989E-3
260.1E-6,10.28E-3
260.1E-6,10.57E-3
260.2E-6,10.89E-3
260.3E-6,11.21E-3
260.4E-6,11.56E-3
260.4E-6,11.92E-3
260.5E-6,12.30E-3
260.6E-6,12.69E-3
260.7E-6,13.11E-3
260.8E-6,13.55E-3
260.8E-6,14.01E-3
260.9E-6,14.50E-3
261.0E-6,15.02E-3
261.1E-6,15.56E-3
261.1E-6,16.14E-3
261.2E-6,16.75E-3
261.3E-6,17.40E-3
261.4E-6,18.08E-3
261.5E-6,18.81E-3
261.5E-6,19.59E-3
261.6E-6,20.41E-3
261.7E-6,21.29E-3
261.8E-6,22.22E-3
261.8E-6,23.21E-3
261.9E-6,24.27E-3
262.0E-6,25.40E-3
262.1E-6,26.60E-3
262.2E-6,27.88E-3
262.2E-6,29.24E-3
262.3E-6,30.68E-3
262.4E-6,32.20E-3
262.5E-6,33.82E-3
262.5E-6,35.51E-3
262.6E-6,37.30E-3
262.7E-6,39.16E-3
262.8E-6,41.10E-3
262.9E-6,43.11E-3
262.9E-6,45.17E-3
263.0E-6,47.28E-3
263.1E-6,49.43E-3
263.2E-6,51.61E-3
263.3E-6,53.79E-3
263.3E-6,55.97E-3
263.4E-6,58.13E-3
263.5E-6,60.26E-3
263.6E-6,62.34E-3
263.6E-6,64.37E-3
263.7E-6,66.33E-3
263.8E-6,68.22E-3
263.9E-6,70.03E-3
264.0E-6,71.74E-3
264.0E-6,73.35E-3
264.1E-6,74.86E-3
264.2E-6,76.26E-3
264.3E-6,77.54E-3
264.3E-6,78.70E-3
264.4E-6,79.74E-3
264.5E-6,80.64E-3
264.6E-6,81.40E-3
264.7E-6,82.01E-3
264.7E-6,82.47E-3
264.8E-6,82.77E-3
264.9E-6,82.90E-3
265.0E-6,82.85E-3
265.0E-6,82.60E-3
265.1E-6,82.16E-3
265.2E-6,81.50E-3
265.3E-6,80.61E-3
265.4E-6,79.46E-3
265.4E-6,78.01E-3
265.5E-6,76.18E-3
265.6E-6,73.85E-3
265.7E-6,70.78E-3
265.7E-6,66.69E-3
265.8E-6,60.94E-3
265.9E-6,52.49E-3
266.0E-6,39.95E-3
266.1E-6,23.03E-3
266.1E-6,8.132E-3
266.2E-6,1.983E-3
266.3E-6,564.3E-6
266.4E-6,312.8E-6
266.4E-6,269.0E-6
266.5E-6,260.0E-6
266.6E-6,254.7E-6
266.7E-6,249.5E-6
266.8E-6,244.4E-6
266.8E-6,239.3E-6
266.9E-6,234.5E-6
267.0E-6,229.8E-6
267.1E-6,225.3E-6
267.2E-6,221.0E-6
267.2E-6,216.9E-6
267.3E-6,213.0E-6
267.4E-6,209.2E-6
267.5E-6,205.6E-6
267.5E-6,202.1E-6
267.6E-6,198.7E-6
267.7E-6,195.5E-6
267.8E-6,192.4E-6
267.9E-6,189.3E-6
267.9E-6,186.4E-6
268.0E-6,183.6E-6
268.1E-6,180.9E-6
268.2E-6,178.3E-6
268.2E-6,175.8E-6
268.3E-6,173.3E-6
268.4E-6,171.0E-6
268.5E-6,168.7E-6
268.6E-6,166.4E-6
268.6E-6,164.3E-6
268.7E-6,162.2E-6
268.8E-6,160.2E-6
268.9E-6,158.2E-6
268.9E-6,156.3E-6
269.0E-6,154.5E-6
269.1E-6,152.7E-6
269.2E-6,150.9E-6
269.3E-6,149.2E-6
269.3E-6,147.6E-6
269.4E-6,146.0E-6
269.5E-6,144.5E-6
269.6E-6,142.9E-6
269.6E-6,141.5E-6
269.7E-6,140.0E-6
269.8E-6,138.7E-6
269.9E-6,137.3E-6
270.0E-6,136.0E-6
270.0E-6,134.7E-6
270.1E-6,133.5E-6
270.2E-6,132.2E-6
270.3E-6,131.1E-6
270.3E-6,129.9E-6
270.4E-6,128.8E-6
270.5E-6,127.7E-6
270.6E-6,126.6E-6
270.7E-6,125.6E-6
270.7E-6,124.6E-6
270.8E-6,123.6E-6
270.9E-6,122.6E-6
271.0E-6,121.7E-6
271.1E-6,120.7E-6
271.1E-6,119.8E-6
271.2E-6,119.0E-6
271.3E-6,118.1E-6
271.4E-6,117.3E-6
271.4E-6,116.5E-6
271.5E-6,115.7E-6
271.6E-6,114.9E-6
271.7E-6,114.2E-6
271.8E-6,113.4E-6
271.8E-6,112.7E-6
271.9E-6,112.0E-6
272.0E-6,111.3E-6
272.1E-6,110.6E-6
272.1E-6,109.9E-6
272.2E-6,109.3E-6
272.3E-6,108.6E-6
272.4E-6,108.0E-6
272.5E-6,107.3E-6
272.5E-6,106.7E-6
272.6E-6,106.1E-6
272.7E-6,105.5E-6
272.8E-6,104.9E-6
272.8E-6,104.4E-6
272.9E-6,103.8E-6
273.0E-6,103.3E-6
273.1E-6,102.7E-6
273.2E-6,102.2E-6
273.2E-6,101.7E-6
273.3E-6,101.2E-6
273.4E-6,100.7E-6
273.5E-6,100.2E-6
273.5E-6,99.71E-6
273.6E-6,99.24E-6
273.7E-6,98.78E-6
273.8E-6,98.32E-6
273.9E-6,97.88E-6
273.9E-6,97.44E-6
274.0E-6,97.01E-6
274.1E-6,96.59E-6
274.2E-6,96.18E-6
274.2E-6,95.77E-6
274.3E-6,95.38E-6
274.4E-6,94.99E-6
274.5E-6,94.61E-6
274.6E-6,94.23E-6
274.6E-6,93.87E-6
274.7E-6,93.51E-6
274.8E-6,93.15E-6
274.9E-6,92.81E-6
275.0E-6,92.47E-6
275.0E-6,92.14E-6
275.1E-6,91.81E-6
275.2E-6,91.49E-6
275.3E-6,91.18E-6
275.3E-6,90.87E-6
275.4E-6,90.57E-6
275.5E-6,90.28E-6
275.6E-6,89.99E-6
275.7E-6,89.71E-6
275.7E-6,89.44E-6
275.8E-6,89.17E-6
275.9E-6,88.90E-6
276.0E-6,88.64E-6
276.0E-6,88.39E-6
276.1E-6,88.15E-6
276.2E-6,87.90E-6
276.3E-6,87.67E-6
276.4E-6,87.44E-6
276.4E-6,87.21E-6
276.5E-6,86.99E-6
276.6E-6,86.78E-6
276.7E-6,86.57E-6
276.7E-6,86.36E-6
276.8E-6,86.17E-6
276.9E-6,85.97E-6
277.0E-6,85.78E-6
277.1E-6,85.60E-6
277.1E-6,85.42E-6
277.2E-6,85.24E-6
277.3E-6,85.07E-6
277.4E-6,84.91E-6
277.4E-6,84.75E-6
277.5E-6,84.59E-6
277.6E-6,84.44E-6
277.7E-6,84.29E-6
277.8E-6,84.15E-6
277.8E-6,84.01E-6
277.9E-6,83.88E-6
278.0E-6,83.75E-6
278.1E-6,83.63E-6
278.1E-6,83.51E-6
278.2E-6,83.39E-6
278.3E-6,83.28E-6
278.4E-6,83.17E-6
278.5E-6,83.07E-6
278.5E-6,82.97E-6
278.6E-6,82.88E-6
278.7E-6,82.79E-6
278.8E-6,82.70E-6
278.9E-6,82.62E-6
278.9E-6,82.54E-6
279.0E-6,82.47E-6
279.1E-6,82.40E-6
279.2E-6,82.33E-6
279.2E-6,82.27E-6
279.3E-6,82.21E-6
279.4E-6,82.16E-6
279.5E-6,82.11E-6
279.6E-6,82.06E-6
279.6E-6,82.02E-6
279.7E-6,81.98E-6
279.8E-6,81.95E-6
279.9E-6,81.92E-6
279.9E-6,81.89E-6
280.0E-6,81.87E-6
280.1E-6,81.85E-6
280.2E-6,81.84E-6
280.3E-6,81.83E-6
280.3E-6,81.82E-6
280.4E-6,81.82E-6
280.5E-6,81.82E-6
