time (s),Vout (V)
0.000,8.554E-6
78.00E-9,169.2E-6
156.0E-9,235.8E-6
234.0E-9,250.8E-6
312.0E-9,248.1E-6
390.0E-9,243.0E-6
468.0E-9,237.8E-6
546.0E-9,232.9E-6
624.0E-9,228.2E-6
702.0E-9,223.8E-6
780.0E-9,219.6E-6
858.0E-9,215.6E-6
936.0E-9,211.7E-6
1.014E-6,208.0E-6
1.092E-6,204.4E-6
1.170E-6,200.9E-6
1.248E-6,197.6E-6
1.326E-6,194.4E-6
1.404E-6,191.3E-6
1.482E-6,188.3E-6
1.560E-6,185.5E-6
1.638E-6,182.7E-6
1.716E-6,180.0E-6
1.794E-6,177.4E-6
1.872E-6,174.9E-6
1.950E-6,172.5E-6
2.028E-6,170.2E-6
2.106E-6,167.9E-6
2.184E-6,165.7E-6
2.262E-6,163.6E-6
2.340E-6,161.5E-6
2.418E-6,159.5E-6
2.496E-6,157.6E-6
2.574E-6,155.7E-6
2.652E-6,153.9E-6
2.730E-6,152.1E-6
2.808E-6,150.4E-6
2.886E-6,148.7E-6
2.964E-6,147.1E-6
3.042E-6,145.5E-6
3.120E-6,143.9E-6
3.198E-6,142.4E-6
3.276E-6,141.0E-6
3.354E-6,139.6E-6
3.432E-6,138.2E-6
3.510E-6,136.9E-6
3.588E-6,135.5E-6
3.666E-6,134.3E-6
3.744E-6,133.0E-6
3.822E-6,131.8E-6
3.900E-6,130.7E-6
3.978E-6,129.5E-6
4.056E-6,128.4E-6
4.134E-6,127.3E-6
4.212E-6,126.3E-6
4.290E-6,125.2E-6
4.368E-6,124.2E-6
4.446E-6,123.2E-6
4.524E-6,122.3E-6
4.602E-6,121.3E-6
4.680E-6,120.4E-6
4.758E-6,119.5E-6
4.836E-6,118.7E-6
4.914E-6,117.8E-6
4.992E-6,117.0E-6
5.070E-6,116.2E-6
5.148E-6,115.4E-6
5.226E-6,114.7E-6
5.304E-6,113.9E-6
5.382E-6,113.2E-6
5.460E-6,112.4E-6
5.538E-6,111.7E-6
5.616E-6,111.0E-6
5.694E-6,110.4E-6
5.772E-6,109.7E-6
5.850E-6,109.0E-6
5.928E-6,108.4E-6
6.006E-6,107.7E-6
6.084E-6,107.1E-6
6.162E-6,106.5E-6
6.240E-6,105.9E-6
6.318E-6,105.3E-6
6.396E-6,104.8E-6
6.474E-6,104.2E-6
6.552E-6,103.6E-6
6.630E-6,103.1E-6
6.708E-6,102.6E-6
6.786E-6,102.0E-6
6.864E-6,101.5E-6
6.942E-6,101.0E-6
7.020E-6,100.5E-6
7.098E-6,100.0E-6
7.176E-6,99.55E-6
7.254E-6,99.08E-6
7.332E-6,98.62E-6
7.410E-6,98.17E-6
7.488E-6,97.73E-6
7.566E-6,97.29E-6
7.644E-6,96.87E-6
7.722E-6,96.45E-6
7.800E-6,96.04E-6
7.878E-6,95.64E-6
7.956E-6,95.24E-6
8.034E-6,94.86E-6
8.112E-6,94.48E-6
8.190E-6,94.11E-6
8.268E-6,93.74E-6
8.346E-6,93.39E-6
8.424E-6,93.03E-6
8.502E-6,92.69E-6
8.580E-6,92.35E-6
8.658E-6,92.02E-6
8.736E-6,91.70E-6
8.814E-6,91.38E-6
8.892E-6,91.07E-6
8.970E-6,90.77E-6
9.048E-6,90.47E-6
9.126E-6,90.18E-6
9.204E-6,89.90E-6
9.282E-6,89.62E-6
9.360E-6,89.34E-6
9.438E-6,89.08E-6
9.516E-6,88.81E-6
9.594E-6,88.56E-6
9.672E-6,88.31E-6
9.750E-6,88.06E-6
9.828E-6,87.82E-6
9.906E-6,87.59E-6
9.984E-6,87.36E-6
10.06E-6,87.14E-6
10.14E-6,86.92E-6
10.22E-6,86.71E-6
10.30E-6,86.50E-6
10.37E-6,86.30E-6
10.45E-6,86.10E-6
10.53E-6,85.91E-6
10.61E-6,85.72E-6
10.69E-6,85.54E-6
10.76E-6,85.36E-6
10.84E-6,85.19E-6
10.92E-6,85.02E-6
11.00E-6,84.85E-6
11.08E-6,84.69E-6
11.15E-6,84.54E-6
11.23E-6,84.39E-6
11.31E-6,84.25E-6
11.39E-6,84.10E-6
11.47E-6,83.97E-6
11.54E-6,83.84E-6
11.62E-6,83.71E-6
11.70E-6,83.59E-6
11.78E-6,83.47E-6
11.86E-6,83.35E-6
11.93E-6,83.24E-6
12.01E-6,83.14E-6
12.09E-6,83.04E-6
12.17E-6,82.94E-6
12.25E-6,82.85E-6
12.32E-6,82.76E-6
12.40E-6,82.67E-6
12.48E-6,82.59E-6
12.56E-6,82.51E-6
12.64E-6,82.44E-6
12.71E-6,82.37E-6
12.79E-6,82.31E-6
12.87E-6,82.25E-6
12.95E-6,82.19E-6
13.03E-6,82.14E-6
13.10E-6,82.09E-6
13.18E-6,82.05E-6
13.26E-6,82.01E-6
13.34E-6,81.97E-6
13.42E-6,81.94E-6
13.49E-6,81.91E-6
13.57E-6,81.88E-6
13.65E-6,81.86E-6
13.73E-6,81.84E-6
13.81E-6,81.83E-6
13.88E-6,81.82E-6
13.96E-6,81.82E-6
14.04E-6,81.82E-6
14.12E-6,81.82E-6
14.20E-6,81.82E-6
14.27E-6,81.83E-6
14.35E-6,81.85E-6
14.43E-6,81.87E-6
14.51E-6,81.89E-6
14.59E-6,81.91E-6
14.66E-6,81.94E-6
14.74E-6,81.98E-6
14.82E-6,82.01E-6
14.90E-6,82.05E-6
14.98E-6,82.10E-6
15.05E-6,82.15E-6
15.13E-6,82.20E-6
15.21E-6,82.26E-6
15.29E-6,82.32E-6
15.37E-6,82.38E-6
15.44E-6,82.45E-6
15.52E-6,82.53E-6
15.60E-6,82.60E-6
15.68E-6,82.68E-6
15.76E-6,82.77E-6
15.83E-6,82.86E-6
15.91E-6,82.95E-6
15.99E-6,83.05E-6
16.07E-6,83.15E-6
16.15E-6,83.25E-6
16.22E-6,83.36E-6
16.30E-6,83.47E-6
16.38E-6,83.59E-6
16.46E-6,83.71E-6
16.54E-6,83.84E-6
16.61E-6,83.97E-6
16.69E-6,84.10E-6
16.77E-6,84.24E-6
16.85E-6,84.39E-6
16.93E-6,84.53E-6
17.00E-6,84.69E-6
17.08E-6,84.84E-6
17.16E-6,85.00E-6
17.24E-6,85.17E-6
17.32E-6,85.34E-6
17.39E-6,85.51E-6
17.47E-6,85.69E-6
17.55E-6,85.87E-6
17.63E-6,86.06E-6
17.71E-6,86.25E-6
17.78E-6,86.45E-6
17.86E-6,86.65E-6
17.94E-6,86.86E-6
18.02E-6,87.07E-6
18.10E-6,87.29E-6
18.17E-6,87.51E-6
18.25E-6,87.74E-6
18.33E-6,87.97E-6
18.41E-6,88.21E-6
18.49E-6,88.45E-6
18.56E-6,88.70E-6
18.64E-6,88.95E-6
18.72E-6,89.21E-6
18.80E-6,89.47E-6
18.88E-6,89.74E-6
18.95E-6,90.02E-6
19.03E-6,90.30E-6
19.11E-6,90.58E-6
19.19E-6,90.87E-6
19.27E-6,91.17E-6
19.34E-6,91.47E-6
19.42E-6,91.78E-6
19.50E-6,92.09E-6
19.58E-6,92.41E-6
19.66E-6,92.74E-6
19.73E-6,93.07E-6
19.81E-6,93.41E-6
19.89E-6,93.76E-6
19.97E-6,94.11E-6
20.05E-6,94.47E-6
20.12E-6,94.83E-6
20.20E-6,95.20E-6
20.28E-6,95.58E-6
20.36E-6,95.97E-6
20.44E-6,96.36E-6
20.51E-6,96.76E-6
20.59E-6,97.16E-6
20.67E-6,97.58E-6
20.75E-6,98.00E-6
20.83E-6,98.42E-6
20.90E-6,98.86E-6
20.98E-6,99.30E-6
21.06E-6,99.75E-6
21.14E-6,100.2E-6
21.22E-6,100.7E-6
21.29E-6,101.1E-6
21.37E-6,101.6E-6
21.45E-6,102.1E-6
21.53E-6,102.6E-6
21.61E-6,103.1E-6
21.68E-6,103.6E-6
21.76E-6,104.2E-6
21.84E-6,104.7E-6
21.92E-6,105.2E-6
22.00E-6,105.8E-6
22.07E-6,106.4E-6
22.15E-6,106.9E-6
22.23E-6,107.5E-6
22.31E-6,108.1E-6
22.39E-6,108.7E-6
22.46E-6,109.3E-6
22.54E-6,109.9E-6
22.62E-6,110.5E-6
22.70E-6,111.2E-6
22.78E-6,111.8E-6
22.85E-6,112.5E-6
22.93E-6,113.2E-6
23.01E-6,113.9E-6
23.09E-6,114.5E-6
23.17E-6,115.3E-6
23.24E-6,116.0E-6
23.32E-6,116.7E-6
23.40E-6,117.4E-6
23.48E-6,118.2E-6
23.56E-6,119.0E-6
23.63E-6,119.7E-6
23.71E-6,120.5E-6
23.79E-6,121.3E-6
23.87E-6,122.2E-6
23.95E-6,123.0E-6
24.02E-6,123.8E-6
24.10E-6,124.7E-6
24.18E-6,125.6E-6
24.26E-6,126.5E-6
24.34E-6,127.4E-6
24.41E-6,128.3E-6
24.49E-6,129.2E-6
24.57E-6,130.2E-6
24.65E-6,131.1E-6
24.73E-6,132.1E-6
24.80E-6,133.1E-6
24.88E-6,134.1E-6
24.96E-6,135.1E-6
25.04E-6,136.2E-6
25.12E-6,137.2E-6
25.19E-6,138.3E-6
25.27E-6,139.4E-6
25.35E-6,140.5E-6
25.43E-6,141.7E-6
25.51E-6,142.8E-6
25.58E-6,144.0E-6
25.66E-6,145.2E-6
25.74E-6,146.4E-6
25.82E-6,147.6E-6
25.90E-6,148.9E-6
25.97E-6,150.2E-6
26.05E-6,151.5E-6
26.13E-6,152.8E-6
26.21E-6,154.1E-6
26.29E-6,155.5E-6
26.36E-6,156.9E-6
26.44E-6,158.3E-6
26.52E-6,159.7E-6
26.60E-6,161.1E-6
26.68E-6,162.6E-6
26.75E-6,164.1E-6
26.83E-6,165.7E-6
26.91E-6,167.2E-6
26.99E-6,168.8E-6
27.07E-6,170.4E-6
27.14E-6,172.0E-6
27.22E-6,173.7E-6
27.30E-6,175.4E-6
27.38E-6,177.1E-6
27.46E-6,178.9E-6
27.53E-6,180.6E-6
27.61E-6,182.4E-6
27.69E-6,184.3E-6
27.77E-6,186.2E-6
27.85E-6,188.1E-6
27.92E-6,190.0E-6
28.00E-6,192.0E-6
28.08E-6,194.0E-6
28.16E-6,196.0E-6
28.24E-6,198.1E-6
28.31E-6,200.2E-6
28.39E-6,202.3E-6
28.47E-6,204.5E-6
28.55E-6,206.7E-6
28.63E-6,209.0E-6
28.70E-6,211.3E-6
28.78E-6,213.6E-6
28.86E-6,216.0E-6
28.94E-6,218.4E-6
29.02E-6,220.8E-6
29.09E-6,223.3E-6
29.17E-6,225.8E-6
29.25E-6,228.4E-6
29.33E-6,231.1E-6
29.41E-6,233.7E-6
29.48E-6,236.4E-6
29.56E-6,239.2E-6
29.64E-6,242.0E-6
29.72E-6,244.9E-6
29.80E-6,247.8E-6
29.87E-6,250.8E-6
29.95E-6,253.8E-6
30.03E-6,256.8E-6
30.11E-6,259.9E-6
30.19E-6,263.1E-6
30.26E-6,266.3E-6
30.34E-6,269.6E-6
30.42E-6,273.0E-6
30.50E-6,276.4E-6
30.58E-6,279.8E-6
30.65E-6,283.3E-6
30.73E-6,286.9E-6
30.81E-6,290.5E-6
30.89E-6,294.2E-6
30.97E-6,298.0E-6
31.04E-6,301.8E-6
31.12E-6,305.7E-6
31.20E-6,309.7E-6
31.28E-6,313.7E-6
31.36E-6,317.8E-6
31.43E-6,322.0E-6
31.51E-6,326.3E-6
31.59E-6,330.6E-6
31.67E-6,335.0E-6
31.75E-6,339.4E-6
31.82E-6,344.0E-6
31.90E-6,348.6E-6
31.98E-6,353.3E-6
32.06E-6,358.1E-6
32.14E-6,363.0E-6
32.21E-6,368.0E-6
32.29E-6,373.0E-6
32.37E-6,378.2E-6
32.45E-6,383.4E-6
32.53E-6,388.7E-6
32.60E-6,394.1E-6
32.68E-6,399.6E-6
32.76E-6,405.2E-6
32.84E-6,410.9E-6
32.92E-6,416.7E-6
32.99E-6,422.6E-6
33.07E-6,428.6E-6
33.15E-6,434.7E-6
33.23E-6,440.9E-6
33.31E-6,447.3E-6
33.38E-6,453.7E-6
33.46E-6,460.2E-6
33.54E-6,466.9E-6
33.62E-6,473.7E-6
33.70E-6,480.6E-6
33.77E-6,487.6E-6
33.85E-6,494.7E-6
33.93E-6,502.0E-6
34.01E-6,509.4E-6
34.09E-6,516.9E-6
34.16E-6,524.5E-6
34.24E-6,532.3E-6
34.32E-6,540.2E-6
34.40E-6,548.3E-6
34.48E-6,556.5E-6
34.55E-6,564.8E-6
34.63E-6,573.3E-6
34.71E-6,581.9E-6
34.79E-6,590.7E-6
34.87E-6,599.6E-6
34.94E-6,608.7E-6
35.02E-6,618.0E-6
35.10E-6,627.4E-6
35.18E-6,637.0E-6
35.26E-6,646.7E-6
35.33E-6,656.6E-6
35.41E-6,666.7E-6
35.49E-6,677.0E-6
35.57E-6,687.4E-6
35.65E-6,698.1E-6
35.72E-6,708.9E-6
35.80E-6,719.9E-6
35.88E-6,731.1E-6
35.96E-6,742.5E-6
36.04E-6,754.0E-6
36.11E-6,765.8E-6
36.19E-6,777.8E-6
36.27E-6,790.1E-6
36.35E-6,802.5E-6
36.43E-6,815.1E-6
36.50E-6,828.0E-6
36.58E-6,841.1E-6
36.66E-6,854.4E-6
36.74E-6,868.0E-6
36.82E-6,881.7E-6
36.89E-6,895.8E-6
36.97E-6,910.1E-6
37.05E-6,924.6E-6
37.13E-6,939.4E-6
37.21E-6,954.4E-6
37.28E-6,969.8E-6
37.36E-6,985.4E-6
37.44E-6,1.001E-3
37.52E-6,1.017E-3
37.60E-6,1.034E-3
37.67E-6,1.051E-3
37.75E-6,1.068E-3
37.83E-6,1.085E-3
37.91E-6,1.103E-3
37.99E-6,1.120E-3
38.06E-6,1.139E-3
38.14E-6,1.157E-3
38.22E-6,1.176E-3
38.30E-6,1.196E-3
38.38E-6,1.215E-3
38.45E-6,1.235E-3
38.53E-6,1.255E-3
38.61E-6,1.276E-3
38.69E-6,1.297E-3
38.77E-6,1.319E-3
38.84E-6,1.340E-3
38.92E-6,1.363E-3
39.00E-6,1.385E-3
39.08E-6,1.408E-3
39.16E-6,1.432E-3
39.23E-6,1.456E-3
39.31E-6,1.480E-3
39.39E-6,1.505E-3
39.47E-6,1.530E-3
39.55E-6,1.556E-3
39.62E-6,1.582E-3
39.70E-6,1.609E-3
39.78E-6,1.636E-3
39.86E-6,1.663E-3
39.94E-6,1.692E-3
40.01E-6,1.720E-3
40.09E-6,1.750E-3
40.17E-6,1.779E-3
40.25E-6,1.810E-3
40.33E-6,1.841E-3
40.40E-6,1.872E-3
40.48E-6,1.904E-3
40.56E-6,1.937E-3
40.64E-6,1.970E-3
40.72E-6,2.004E-3
40.79E-6,2.039E-3
40.87E-6,2.074E-3
40.95E-6,2.110E-3
41.03E-6,2.147E-3
41.11E-6,2.185E-3
41.18E-6,2.223E-3
41.26E-6,2.262E-3
41.34E-6,2.301E-3
41.42E-6,2.342E-3
41.50E-6,2.383E-3
41.57E-6,2.425E-3
41.65E-6,2.468E-3
41.73E-6,2.512E-3
41.81E-6,2.557E-3
41.89E-6,2.603E-3
41.96E-6,2.649E-3
42.04E-6,2.697E-3
42.12E-6,2.746E-3
42.20E-6,2.795E-3
42.28E-6,2.846E-3
42.35E-6,2.898E-3
42.43E-6,2.951E-3
42.51E-6,3.005E-3
42.59E-6,3.060E-3
42.67E-6,3.116E-3
42.74E-6,3.174E-3
42.82E-6,3.233E-3
42.90E-6,3.293E-3
42.98E-6,3.355E-3
43.06E-6,3.417E-3
43.13E-6,3.482E-3
43.21E-6,3.548E-3
43.29E-6,3.615E-3
43.37E-6,3.684E-3
43.45E-6,3.755E-3
43.52E-6,3.827E-3
43.60E-6,3.901E-3
43.68E-6,3.977E-3
43.76E-6,4.055E-3
43.84E-6,4.135E-3
43.91E-6,4.216E-3
43.99E-6,4.300E-3
44.07E-6,4.386E-3
44.15E-6,4.474E-3
44.23E-6,4.564E-3
44.30E-6,4.657E-3
44.38E-6,4.752E-3
44.46E-6,4.850E-3
44.54E-6,4.951E-3
44.62E-6,5.054E-3
44.69E-6,5.160E-3
44.77E-6,5.269E-3
44.85E-6,5.381E-3
44.93E-6,5.497E-3
45.01E-6,5.616E-3
45.08E-6,5.738E-3
45.16E-6,5.864E-3
45.24E-6,5.994E-3
45.32E-6,6.129E-3
45.40E-6,6.267E-3
45.47E-6,6.410E-3
45.55E-6,6.557E-3
45.63E-6,6.709E-3
45.71E-6,6.867E-3
45.79E-6,7.029E-3
45.86E-6,7.198E-3
45.94E-6,7.372E-3
46.02E-6,7.552E-3
46.10E-6,7.740E-3
46.18E-6,7.934E-3
46.25E-6,8.135E-3
46.33E-6,8.344E-3
46.41E-6,8.561E-3
46.49E-6,8.787E-3
46.57E-6,9.022E-3
46.64E-6,9.266E-3
46.72E-6,9.521E-3
46.80E-6,9.787E-3
46.88E-6,10.06E-3
46.96E-6,10.35E-3
47.03E-6,10.66E-3
47.11E-6,10.97E-3
47.19E-6,11.31E-3
47.27E-6,11.65E-3
47.35E-6,12.02E-3
47.42E-6,12.40E-3
47.50E-6,12.80E-3
47.58E-6,13.23E-3
47.66E-6,13.67E-3
47.74E-6,14.14E-3
47.81E-6,14.64E-3
47.89E-6,15.16E-3
47.97E-6,15.71E-3
48.05E-6,16.30E-3
48.13E-6,16.92E-3
48.20E-6,17.58E-3
48.28E-6,18.27E-3
48.36E-6,19.01E-3
48.44E-6,19.80E-3
48.52E-6,20.64E-3
48.59E-6,21.53E-3
48.67E-6,22.48E-3
48.75E-6,23.49E-3
48.83E-6,24.57E-3
48.91E-6,25.71E-3
48.98E-6,26.94E-3
49.06E-6,28.23E-3
49.14E-6,29.61E-3
49.22E-6,31.08E-3
49.30E-6,32.63E-3
49.37E-6,34.26E-3
49.45E-6,35.98E-3
49.53E-6,37.79E-3
49.61E-6,39.67E-3
49.69E-6,41.63E-3
49.76E-6,43.65E-3
49.84E-6,45.73E-3
49.92E-6,47.86E-3
50.00E-6,50.01E-3
50.08E-6,52.19E-3
50.15E-6,54.37E-3
50.23E-6,56.55E-3
50.31E-6,58.70E-3
50.39E-6,60.82E-3
50.47E-6,62.89E-3
50.54E-6,64.90E-3
50.62E-6,66.85E-3
50.70E-6,68.72E-3
50.78E-6,70.50E-3
50.86E-6,72.18E-3
50.93E-6,73.77E-3
51.01E-6,75.25E-3
51.09E-6,76.62E-3
51.17E-6,77.87E-3
51.25E-6,78.99E-3
51.32E-6,79.99E-3
51.40E-6,80.86E-3
51.48E-6,81.58E-3
51.56E-6,82.15E-3
51.64E-6,82.57E-3
51.71E-6,82.82E-3
51.79E-6,82.90E-3
51.87E-6,82.80E-3
51.95E-6,82.50E-3
52.03E-6,82.00E-3
52.10E-6,81.28E-3
52.18E-6,80.33E-3
52.26E-6,79.10E-3
52.34E-6,77.56E-3
52.42E-6,75.62E-3
52.49E-6,73.11E-3
52.57E-6,69.79E-3
52.65E-6,65.32E-3
52.73E-6,58.97E-3
52.81E-6,49.55E-3
52.88E-6,35.69E-3
52.96E-6,18.32E-3
53.04E-6,5.668E-3
53.12E-6,1.337E-3
53.20E-6,443.3E-6
53.27E-6,294.7E-6
53.35E-6,266.5E-6
53.43E-6,257.7E-6
53.51E-6,252.4E-6
53.59E-6,247.7E-6
53.66E-6,242.8E-6
53.74E-6,237.9E-6
53.82E-6,233.1E-6
53.90E-6,228.5E-6
53.98E-6,224.1E-6
54.05E-6,219.9E-6
54.13E-6,215.8E-6
54.21E-6,211.9E-6
54.29E-6,208.2E-6
54.37E-6,204.6E-6
54.44E-6,201.1E-6
54.52E-6,197.8E-6
54.60E-6,194.6E-6
54.68E-6,191.5E-6
54.76E-6,188.5E-6
54.83E-6,185.7E-6
54.91E-6,182.9E-6
54.99E-6,180.2E-6
55.07E-6,177.6E-6
55.15E-6,175.1E-6
55.22E-6,172.7E-6
55.30E-6,170.3E-6
55.38E-6,168.0E-6
55.46E-6,165.8E-6
55.54E-6,163.7E-6
55.61E-6,161.6E-6
55.69E-6,159.6E-6
55.77E-6,157.7E-6
55.85E-6,155.8E-6
55.93E-6,154.0E-6
56.00E-6,152.2E-6
56.08E-6,150.5E-6
56.16E-6,148.8E-6
56.24E-6,147.2E-6
56.32E-6,145.6E-6
56.39E-6,144.0E-6
56.47E-6,142.5E-6
56.55E-6,141.1E-6
56.63E-6,139.7E-6
56.71E-6,138.3E-6
56.78E-6,136.9E-6
56.86E-6,135.6E-6
56.94E-6,134.4E-6
57.02E-6,133.1E-6
57.10E-6,131.9E-6
57.17E-6,130.7E-6
57.25E-6,129.6E-6
57.33E-6,128.5E-6
57.41E-6,127.4E-6
57.49E-6,126.3E-6
57.56E-6,125.3E-6
57.64E-6,124.3E-6
57.72E-6,123.3E-6
57.80E-6,122.3E-6
57.88E-6,121.4E-6
57.95E-6,120.5E-6
58.03E-6,119.6E-6
58.11E-6,118.7E-6
58.19E-6,117.9E-6
58.27E-6,117.0E-6
58.34E-6,116.2E-6
58.42E-6,115.4E-6
58.50E-6,114.7E-6
58.58E-6,114.0E-6
58.66E-6,113.2E-6
58.73E-6,112.5E-6
58.81E-6,111.8E-6
58.89E-6,111.1E-6
58.97E-6,110.4E-6
59.05E-6,109.7E-6
59.12E-6,109.1E-6
59.20E-6,108.4E-6
59.28E-6,107.8E-6
59.36E-6,107.2E-6
59.44E-6,106.6E-6
59.51E-6,106.0E-6
59.59E-6,105.4E-6
59.67E-6,104.8E-6
59.75E-6,104.2E-6
59.83E-6,103.7E-6
59.90E-6,103.1E-6
59.98E-6,102.6E-6
60.06E-6,102.1E-6
60.14E-6,101.5E-6
60.22E-6,101.0E-6
60.29E-6,100.5E-6
60.37E-6,100.1E-6
60.45E-6,99.58E-6
60.53E-6,99.11E-6
60.61E-6,98.65E-6
60.68E-6,98.20E-6
60.76E-6,97.76E-6
60.84E-6,97.32E-6
60.92E-6,96.89E-6
61.00E-6,96.48E-6
61.07E-6,96.07E-6
61.15E-6,95.66E-6
61.23E-6,95.27E-6
61.31E-6,94.88E-6
61.39E-6,94.50E-6
61.46E-6,94.13E-6
61.54E-6,93.77E-6
61.62E-6,93.41E-6
61.70E-6,93.06E-6
61.78E-6,92.71E-6
61.85E-6,92.38E-6
61.93E-6,92.05E-6
62.01E-6,91.72E-6
62.09E-6,91.40E-6
62.17E-6,91.09E-6
62.24E-6,90.79E-6
62.32E-6,90.49E-6
62.40E-6,90.20E-6
62.48E-6,89.91E-6
62.56E-6,89.63E-6
62.63E-6,89.36E-6
62.71E-6,89.09E-6
62.79E-6,88.83E-6
62.87E-6,88.57E-6
62.95E-6,88.32E-6
63.02E-6,88.08E-6
63.10E-6,87.84E-6
63.18E-6,87.60E-6
63.26E-6,87.37E-6
63.34E-6,87.15E-6
63.41E-6,86.93E-6
63.49E-6,86.72E-6
63.57E-6,86.51E-6
63.65E-6,86.31E-6
63.73E-6,86.11E-6
63.80E-6,85.92E-6
63.88E-6,85.73E-6
63.96E-6,85.55E-6
64.04E-6,85.37E-6
64.12E-6,85.20E-6
64.19E-6,85.03E-6
64.27E-6,84.86E-6
64.35E-6,84.70E-6
64.43E-6,84.55E-6
64.51E-6,84.40E-6
64.58E-6,84.25E-6
64.66E-6,84.11E-6
64.74E-6,83.98E-6
64.82E-6,83.84E-6
64.90E-6,83.72E-6
64.97E-6,83.59E-6
65.05E-6,83.48E-6
65.13E-6,83.36E-6
65.21E-6,83.25E-6
65.29E-6,83.14E-6
65.36E-6,83.04E-6
65.44E-6,82.94E-6
65.52E-6,82.85E-6
65.60E-6,82.76E-6
65.68E-6,82.68E-6
65.75E-6,82.60E-6
65.83E-6,82.52E-6
65.91E-6,82.45E-6
65.99E-6,82.38E-6
66.07E-6,82.31E-6
66.14E-6,82.25E-6
66.22E-6,82.20E-6
66.30E-6,82.14E-6
66.38E-6,82.09E-6
66.46E-6,82.05E-6
66.53E-6,82.01E-6
66.61E-6,81.97E-6
66.69E-6,81.94E-6
66.77E-6,81.91E-6
66.85E-6,81.88E-6
66.92E-6,81.86E-6
67.00E-6,81.85E-6
67.08E-6,81.83E-6
67.16E-6,81.82E-6
67.24E-6,81.82E-6
67.31E-6,81.82E-6
67.39E-6,81.82E-6
67.47E-6,81.82E-6
67.55E-6,81.83E-6
67.63E-6,81.85E-6
67.70E-6,81.86E-6
67.78E-6,81.89E-6
67.86E-6,81.91E-6
67.94E-6,81.94E-6
68.02E-6,81.97E-6
68.09E-6,82.01E-6
68.17E-6,82.05E-6
68.25E-6,82.10E-6
68.33E-6,82.15E-6
68.41E-6,82.20E-6
68.48E-6,82.25E-6
68.56E-6,82.32E-6
68.64E-6,82.38E-6
68.72E-6,82.45E-6
68.80E-6,82.52E-6
68.87E-6,82.60E-6
68.95E-6,82.68E-6
69.03E-6,82.76E-6
69.11E-6,82.85E-6
69.19E-6,82.94E-6
69.26E-6,83.04E-6
69.34E-6,83.14E-6
69.42E-6,83.24E-6
69.50E-6,83.35E-6
69.58E-6,83.47E-6
69.65E-6,83.58E-6
69.73E-6,83.71E-6
69.81E-6,83.83E-6
69.89E-6,83.96E-6
69.97E-6,84.10E-6
70.04E-6,84.23E-6
70.12E-6,84.38E-6
70.20E-6,84.52E-6
70.28E-6,84.68E-6
70.36E-6,84.83E-6
70.43E-6,84.99E-6
70.51E-6,85.16E-6
70.59E-6,85.33E-6
70.67E-6,85.50E-6
70.75E-6,85.68E-6
70.82E-6,85.86E-6
70.90E-6,86.05E-6
70.98E-6,86.24E-6
71.06E-6,86.44E-6
71.14E-6,86.64E-6
71.21E-6,86.85E-6
71.29E-6,87.06E-6
71.37E-6,87.28E-6
71.45E-6,87.50E-6
71.53E-6,87.72E-6
71.60E-6,87.96E-6
71.68E-6,88.19E-6
71.76E-6,88.44E-6
71.84E-6,88.68E-6
71.92E-6,88.93E-6
71.99E-6,89.19E-6
72.07E-6,89.46E-6
72.15E-6,89.72E-6
72.23E-6,90.00E-6
72.31E-6,90.28E-6
72.38E-6,90.56E-6
72.46E-6,90.85E-6
72.54E-6,91.15E-6
72.62E-6,91.45E-6
72.70E-6,91.76E-6
72.77E-6,92.07E-6
72.85E-6,92.39E-6
72.93E-6,92.72E-6
73.01E-6,93.05E-6
73.09E-6,93.39E-6
73.16E-6,93.74E-6
73.24E-6,94.09E-6
73.32E-6,94.45E-6
73.40E-6,94.81E-6
73.48E-6,95.18E-6
73.55E-6,95.56E-6
73.63E-6,95.94E-6
73.71E-6,96.33E-6
73.79E-6,96.73E-6
73.87E-6,97.14E-6
73.94E-6,97.55E-6
74.02E-6,97.97E-6
74.10E-6,98.40E-6
74.18E-6,98.83E-6
74.26E-6,99.27E-6
74.33E-6,99.72E-6
74.41E-6,100.2E-6
74.49E-6,100.6E-6
74.57E-6,101.1E-6
74.65E-6,101.6E-6
74.72E-6,102.1E-6
74.80E-6,102.6E-6
74.88E-6,103.1E-6
74.96E-6,103.6E-6
75.04E-6,104.1E-6
75.11E-6,104.7E-6
75.19E-6,105.2E-6
75.27E-6,105.8E-6
75.35E-6,106.3E-6
75.43E-6,106.9E-6
75.50E-6,107.5E-6
75.58E-6,108.1E-6
75.66E-6,108.7E-6
75.74E-6,109.3E-6
75.82E-6,109.9E-6
75.89E-6,110.5E-6
75.97E-6,111.1E-6
76.05E-6,111.8E-6
76.13E-6,112.5E-6
76.21E-6,113.1E-6
76.28E-6,113.8E-6
76.36E-6,114.5E-6
76.44E-6,115.2E-6
76.52E-6,115.9E-6
76.60E-6,116.7E-6
76.67E-6,117.4E-6
76.75E-6,118.1E-6
76.83E-6,118.9E-6
76.91E-6,119.7E-6
76.99E-6,120.5E-6
77.06E-6,121.3E-6
77.14E-6,122.1E-6
77.22E-6,122.9E-6
77.30E-6,123.8E-6
77.38E-6,124.6E-6
77.45E-6,125.5E-6
77.53E-6,126.4E-6
77.61E-6,127.3E-6
77.69E-6,128.2E-6
77.77E-6,129.1E-6
77.84E-6,130.1E-6
